number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away
10,Stade de Reims,Olympique Lyonnais,1,0,33,67,7,19,2,5,5,8,0,6,0,4,1,1,11,10,2,0,0,0,10,11,,,8,9,1,0,,,,,1,0,,,4,10,3,9,5,1,334,641,258,562,33,33,4,8,2,12,,,47,48,12,14,23,12,15,8,,
9,Paris Saint-Germain,Caen,3,0,65,35,11,5,8,1,2,2,1,2,6,3,1,3,13,7,1,0,0,0,7,13,,,2,4,4,0,1,0,1,1,2,0,,,8,3,3,2,2,5,782,402,718,338,21,28,1,5,14,4,,,45,51,9,10,16,24,7,19,,
26,Toulouse,Nîmes Olympique,1,0,62,38,10,9,5,0,4,6,1,3,3,3,2,0,17,21,1,3,0,0,21,15,,,10,7,4,0,3,0,,,,,,,7,6,3,3,0,3,524,303,437,213,30,26,3,3,11,4,,,72,64,25,23,15,23,8,14,,
19,Nîmes Olympique,Olympique de Marseille,3,1,38,62,14,11,7,6,4,4,3,1,6,7,0,2,11,11,3,1,0,0,11,11,,,9,9,2,1,1,0,,,1,2,,,9,8,5,3,5,4,261,419,178,333,33,28,5,6,9,9,,,64,67,21,24,23,23,8,8,,
21,Paris Saint-Germain,Angers,3,1,59,41,13,11,5,6,5,3,3,2,9,1,6,0,10,2,2,0,0,0,1,7,,,5,6,5,2,3,1,1,1,0,1,,,11,6,2,5,5,2,679,465,611,381,14,23,5,2,16,9,,,49,51,7,8,25,28,17,13,,
6,Saint-Étienne,Guingamp,2,1,42,58,11,11,6,5,2,6,3,0,6,9,2,1,14,11,3,1,0,0,10,14,,,10,7,1,1,1,0,,,,,,,9,7,2,4,4,4,346,475,260,365,28,29,5,7,3,8,,,51,60,21,29,17,10,12,5,,
7,Olympique Lyonnais,Amiens,2,0,68,32,15,10,7,1,3,4,5,5,10,1,2,2,9,17,0,2,0,0,17,9,,,6,6,2,0,2,0,,,,,,,8,2,7,8,1,5,570,261,499,194,19,18,3,0,16,8,,,54,52,9,12,13,23,11,14,,
23,Montpellier,Saint-Étienne,0,0,45,55,14,9,1,2,7,4,6,3,6,3,3,1,12,14,3,0,0,0,14,12,,,8,9,,,,,,,,,,,6,2,8,7,2,1,431,535,349,449,34,29,4,2,9,11,,,67,51,19,13,26,15,11,9,,
51,Lille OSC,Nantes,2,1,42,58,11,11,8,4,2,4,1,3,4,1,1,3,15,12,3,4,0,0,11,15,,,16,4,1,3,1,2,1,0,,,,,5,9,6,2,3,6,359,466,253,371,23,25,4,2,10,4,,,49,71,14,21,15,32,19,16,,
48,Bordeaux,Nîmes Olympique,3,3,50,50,15,15,4,5,5,6,6,4,8,3,,,12,9,2,0,0,0,8,12,,,5,8,1,2,,,0,1,1,0,,,6,5,9,10,2,1,440,436,342,320,28,27,4,3,5,6,,,71,68,34,31,24,21,12,9,,
