round,team_home,team_away,score_home,score_away,expected_goals_home,expected_goals_away,possession_home,possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corners_home,corners_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possession_lost_home,possession_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearances_home,clearances_away
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Osasuna,Sevilla,2,1,1.52,0.85,34,66,12,10,5,3,3,4,4,3,5,2,5,2,16,9,5,3,0,0,9,16,19,24,4,5,2,1,,,,,,,4,5,8,5,2,3,255,518,201,450,29,42,2,4,3,6,108,111,31,52,8,18,11,12,5,6,20,23
1,Celta Vigo,Espanyol,2,2,0.41,1.14,60,40,8,10,3,2,3,5,2,3,3,3,1,0,17,15,5,2,0,0,15,17,27,21,11,5,0,1,,,,,,,3,2,5,8,0,1,539,356,443,272,21,30,1,2,4,12,151,149,62,73,24,26,19,18,9,22,21,17
1,Real Valladolid,Villarreal,0,3,1.02,1.5,52,48,12,10,6,4,5,4,1,2,4,5,2,1,6,10,1,0,0,0,10,5,18,25,10,13,1,2,1,1,0,1,0,1,7,6,5,4,1,6,434,414,362,323,25,31,5,4,12,15,123,139,48,50,10,12,16,18,19,7,18,12
1,Barcelona,Rayo Vallecano,0,0,1.93,0.5,68,32,21,4,6,2,9,2,6,0,8,0,4,4,16,14,3,6,1,0,14,16,24,15,7,13,2,2,2,2,,,,,15,3,6,1,2,5,560,274,489,191,36,25,9,0,7,7,130,129,47,47,11,6,16,18,4,10,7,19
1,Cádiz,Real Sociedad,0,1,0.24,1.52,40,60,7,15,2,7,3,3,2,5,3,6,4,0,9,20,4,2,0,0,19,9,24,23,4,11,0,5,0,4,0,2,0,2,4,8,3,7,6,1,291,461,216,373,33,26,4,4,10,8,147,137,68,62,19,20,20,25,8,8,20,27
1,Valencia,Girona FC,1,0,1.62,0.12,46,54,17,5,2,1,7,2,8,2,4,4,1,2,18,14,2,3,1,0,13,18,15,22,7,8,2,0,1,0,1,0,1,0,9,2,8,3,1,2,352,397,285,331,22,30,2,6,8,9,107,114,44,54,9,14,14,13,8,5,15,10
1,Almería,Real Madrid,1,2,0.71,2.12,32,68,10,29,6,15,3,4,1,10,2,15,3,3,11,4,3,1,0,0,4,11,13,19,8,5,1,5,0,4,0,1,0,1,7,18,3,11,13,5,315,649,257,593,27,25,1,5,6,9,89,110,28,34,7,5,11,9,9,8,32,3
1,Athletic Club,Mallorca,0,0,1.59,0.36,64,36,23,6,6,2,10,2,7,2,7,2,1,0,13,12,0,6,0,0,12,13,20,16,4,17,2,1,2,1,,,,,13,5,10,1,2,6,471,272,388,183,23,35,10,1,8,6,144,124,46,50,16,12,10,19,4,11,14,27
1,Getafe,Atlético Madrid,0,3,0.7,1.18,42,58,10,12,0,5,9,2,1,5,3,6,0,5,14,19,2,1,0,0,19,12,22,21,2,16,2,2,2,1,0,1,0,1,6,5,4,7,2,0,385,543,305,469,38,35,9,3,5,8,131,132,49,50,14,11,11,20,9,10,21,18
1,Real Betis,Elche,3,0,3.16,0.43,72,28,17,4,8,2,5,1,4,1,8,4,5,3,10,18,3,6,0,1,18,10,20,20,1,4,6,0,3,0,,,,,12,4,5,0,1,5,605,224,539,155,27,13,2,2,17,5,120,114,65,33,14,6,16,12,14,14,6,21
2,Espanyol,Rayo Vallecano,0,2,0.87,1.4,54,46,13,8,1,3,8,4,4,1,9,2,3,2,12,17,2,5,1,1,15,11,18,14,8,13,2,3,2,2,,,,,7,4,6,4,1,1,450,395,386,321,26,34,6,2,7,2,117,103,52,28,19,8,11,7,7,4,6,32
2,Sevilla,Real Valladolid,1,1,2.04,0.5,61,39,18,6,2,3,11,2,5,1,12,2,4,4,20,10,3,2,1,1,10,19,23,12,5,16,3,1,2,1,1,0,1,0,14,2,4,4,2,1,452,303,384,225,41,27,10,1,7,5,144,120,51,60,16,16,18,20,9,8,7,26
2,Osasuna,Cádiz,2,0,2.8,0.99,56,44,16,9,3,2,8,3,5,4,2,2,0,1,11,13,2,5,0,1,13,9,23,23,10,11,4,1,2,1,1,0,1,0,11,6,5,3,2,2,413,335,313,246,44,29,10,1,5,6,144,141,58,46,27,16,13,15,14,7,14,30
2,Mallorca,Real Betis,1,2,0.59,2.15,47,53,13,8,7,3,3,4,3,1,5,2,4,0,22,17,7,8,0,0,15,20,26,17,9,6,3,3,2,1,,,,,9,7,4,1,1,6,350,403,277,329,26,23,4,3,11,8,114,121,60,48,17,11,17,10,14,8,13,19
2,Celta Vigo,Real Madrid,1,4,1.41,3.8,51,49,15,16,2,7,8,5,5,4,2,2,0,1,12,8,2,2,0,0,6,10,13,13,5,10,1,6,0,4,0,6,0,4,9,12,6,4,3,1,543,538,479,475,25,26,7,1,10,12,108,99,37,41,8,5,13,14,7,15,11,20
2,Athletic Club,Valencia,1,0,1.05,0.73,37,63,12,10,2,0,6,6,4,4,6,3,6,0,11,15,5,2,0,0,14,10,19,26,12,7,1,1,1,1,1,0,1,0,6,6,6,4,0,1,301,511,225,432,18,32,3,7,10,12,135,141,59,46,18,9,17,15,10,7,22,15
2,Atlético Madrid,Villarreal,0,2,1.58,1.78,50,50,13,19,5,5,6,5,2,9,5,6,2,1,8,11,2,2,1,0,10,8,16,5,7,12,3,3,3,2,1,3,1,2,8,13,5,6,3,5,473,491,410,443,16,37,7,3,4,10,106,86,44,35,13,11,18,6,2,12,10,31
2,Real Sociedad,Barcelona,1,4,0.86,2.1,41,59,10,15,5,7,3,3,2,5,3,6,5,1,15,9,2,1,0,0,9,15,18,24,4,5,1,3,,,0,3,0,2,7,13,3,2,3,4,380,549,311,495,15,36,3,2,5,10,116,107,47,52,8,7,25,20,5,12,11,12
